aal,brainnatome,harvard,mindboggle
22.08888888888889,22.146341463414632,17.072727272727274,12.612903225806454
24.68888888888889,24.31707317073171,18.563636363636363,13.258064516129034
22.11111111111111,22.585365853658534,17.636363636363637,12.096774193548386
20.53333333333333,20.097560975609763,16.145454545454545,11.129032258064516
20.2,20.89430894308943,16.654545454545456,12.161290322580646
23.466666666666665,22.67479674796748,18.70909090909091,12.096774193548386
23.777777777777782,23.87804878048781,18.98181818181818,12.870967741935484
26.244444444444447,24.67479674796748,20.2,14.838709677419354
21.8,21.447154471544714,17.30909090909091,10.806451612903226
22.73333333333333,22.951219512195124,18.745454545454546,12.35483870967742
22.88888888888889,22.837398373983735,17.436363636363634,12.516129032258064
22.11111111111111,22.121951219512194,16.4,11.387096774193546
21.66666666666667,22.211382113821134,16.78181818181818,11.67741935483871
22.466666666666665,22.804878048780488,17.418181818181818,12.129032258064516
20.355555555555554,19.902439024390247,15.6,11.806451612903226
22.2,21.585365853658534,17.418181818181818,12.06451612903226
22.31111111111111,22.65853658536585,17.69090909090909,11.548387096774194
22.266666666666666,22.2520325203252,17.09090909090909,12.258064516129034
23.377777777777773,23.34146341463415,18.672727272727272,13.258064516129034
24.155555555555555,23.447154471544714,17.90909090909091,12.516129032258064
24.822222222222226,23.804878048780488,19.0,12.741935483870966
24.044444444444448,22.991869918699194,19.181818181818183,13.225806451612904
20.2,19.788617886178862,15.690909090909093,11.483870967741936
23.66666666666667,22.585365853658534,17.4,11.741935483870966
22.844444444444445,23.20325203252032,17.94545454545455,13.32258064516129
22.2,20.593495934959353,17.036363636363635,11.93548387096774
20.377777777777773,20.016260162601625,16.10909090909091,10.290322580645162
23.0,22.54471544715447,17.927272727272726,12.548387096774194
24.66666666666667,23.13821138211382,18.83636363636364,13.35483870967742
21.11111111111111,20.203252032520325,15.963636363636365,11.516129032258064
20.066666666666666,19.38211382113821,16.327272727272728,10.419354838709678
20.844444444444445,20.89430894308943,16.363636363636363,10.741935483870966
22.822222222222226,23.13008130081301,18.490909090909085,11.774193548387096
22.177777777777774,22.016260162601622,17.381818181818186,11.612903225806454
22.02222222222223,22.065040650406505,17.818181818181817,12.193548387096774
22.91111111111111,22.52032520325203,18.618181818181817,12.483870967741936
26.0,25.065040650406505,19.98181818181818,14.870967741935484
21.244444444444444,20.764227642276424,16.545454545454547,10.967741935483868
19.711111111111116,19.39837398373984,14.454545454545455,10.548387096774192
21.422222222222217,21.10569105691057,16.0,11.387096774193546
