aal,brainnatome,harvard,mindboggle
0.4912166822183456,0.3745407843254383,0.4480805219766325,0.5120373697448797
0.5064687370863664,0.3654657705532979,0.44204862993702293,0.4678634396537907
0.5222554325874464,0.36683751070438014,0.4498259860788863,0.4733692399760622
0.5044197319646422,0.3760655189704162,0.4434224227698716,0.4704809664919079
0.5125435711129658,0.38227664210854,0.4333078017288544,0.5020551967116853
0.5029131633115864,0.37586978470270416,0.4559541239629088,0.47585458491589794
0.5135340422593564,0.3603144778481013,0.4522691082802548,0.4771812080536913
0.5021953896816685,0.3666998349674789,0.4425534063936165,0.4578561317719727
0.5081115335868187,0.35861643611464245,0.4526253034109782,0.4680325845470254
0.5022927825517322,0.356420445824024,0.4352502509680195,0.4703579418344519
0.5079893724506979,0.3715240511269392,0.4378592143422093,0.4636064374542794
0.5183554751984907,0.3791603300840168,0.42502120864314585,0.4626460767946578
0.488249694002448,0.360801313076049,0.4449259155717081,0.4423428920073215
0.4994175209692451,0.3579982485202106,0.44798172124904795,0.4792899408284024
0.4900662251655629,0.3623145663137405,0.4364461449481693,0.4605021432945499
0.4902557856272838,0.3669114763449677,0.4462900987674476,0.4630061479754081
0.5041648572894872,,0.4450762158238568,0.4800918836140888
0.4940683879972087,,0.4333235638921454,0.4739366805244644
0.5079909900246702,,0.441924778761062,0.4673208340634309
0.5208326270468183,,0.4440681498462981,0.477201531500174
0.5133363471971067,,0.4474769914312917,0.4817053250571709
0.5228295819935691,,0.4346675487925901,0.4527342094107673
0.4868282402528978,,0.4200871483135187,0.4535452322738386
0.5071031718123638,,0.4503231365790608,0.4716178635694422
0.4991176360154696,,0.4263318333575265,0.4989919354838709
0.5070317670416943,,0.4610925698225892,0.4709844559585492
0.5180547055223389,,0.425559317044451,0.47707406839441796
0.5009361893349311,,0.4244124081449487,0.4782246301312774
0.5158831817599591,,,0.4748631159780986
0.5092255832520179,,,0.4659063334142198
0.5123824528580572,,,0.4644453474197481
0.4965809628008753,,,0.4605961616986525
0.4962902851843264,,,0.4345066358915176
0.4972739752892724,,,0.5033557046979866
0.4979333819596402,,,0.4693824597820446
0.521206517970646,,,0.4554713405968735
0.5072749764373233,,,0.4540622627182992
0.5029350828729282,,,0.4824636441402909
0.4995137431540155,,,
0.5171922246220302,,,
