aal,brainnatome,harvard,mindboggle
0.5744499399337094,0.4645665558441359,0.5639345683433296,0.6072783548686259
0.5825970857187589,0.44289954334747306,0.5768867828080045,0.5907372393065594
0.5928174508342982,0.4614135613149005,0.5594923378420725,0.5866569484386323
0.5836538949544944,0.4687108921262153,0.5474283137517074,0.5747289323138134
0.5733491888611999,0.4655529681612766,0.5519187293830999,0.6153272457547552
0.5897483091977829,0.4626031347173621,0.5783544359925553,0.6024420995758257
0.5737079722743498,0.4455486157941205,0.5622947238438235,0.5664050010277484
0.5621172842054116,0.4602934485156197,0.5527268555560907,0.5524208408221962
0.5873593619412371,0.4523306671297945,0.5574943892045445,0.5883813205248059
0.5759230961422935,0.44317692424442207,0.5590955523589402,0.5668023611849865
0.5784944235870999,0.4553534096473156,0.5641957305729693,0.5609888155643455
0.6017194396424461,0.4642405714254387,0.5673390933837634,0.566083362312015
0.586135273570258,0.4480024312495613,0.5686323957816953,0.5720878461438039
0.5838346356397167,0.43823546190826107,0.5788976142278869,0.5721898357186613
0.5810655233208102,0.4633574857197506,0.5826664303393442,0.5873178275719755
0.5672947468990791,0.4578164045678697,0.5655091557862965,0.5589244493707821
0.5850348306629104,,0.5717675623758824,0.6012193837956702
0.5599276077858261,,0.5439082896870638,0.5996417487756294
0.5919443612957953,,0.5591801993135347,0.6093778263528099
0.6036771074926335,,0.5630071637930466,0.5886678006791857
0.5824320269375748,,0.5638744316100486,0.5934863773394065
0.6097612534715847,,0.5522078137050079,0.5551688527623282
0.5748383735089952,,0.5255737762274363,0.5560452299022949
0.5859044934794273,,0.5699514078133161,0.5725983131627028
0.5797208250048546,,0.5258207894758369,0.618907471745337
0.5701048019287596,,0.5604142244214838,0.5575829971472158
0.6112637730115229,,0.5490817464126111,0.6051996169500152
0.5712807420421171,,0.5561371370479691,0.5659206337191853
0.5909780983163754,,,0.5450399376470484
0.5950623664617306,,,0.5851146686324
0.6006488186863945,,,0.5916794320835196
0.5735673582828208,,,0.5986070018989043
0.5591448427279534,,,0.5416600164250519
0.5771781484375234,,,0.6022741191481485
0.5749166958980934,,,0.5418852019098005
0.5765704406249264,,,0.5509956002603061
0.5626915907550274,,,0.5773149522245917
0.5868650734271829,,,0.6146250187604185
0.5854641912679176,,,
0.6088927370162412,,,
