aal,brainnatome,harvard,mindboggle
0.0056785321071118324,0.0590041228396877,0.03013451123448149,-0.07649581890578658
0.0215207701906459,0.06072578979998665,0.012806961210574608,0.013701677837060826
0.02913570593532845,0.01091514520263681,0.007612992420495927,-0.04350699913174935
0.04295379618431123,0.0695443626769125,0.035571896323699115,0.012753959127264772
0.057743753815050765,0.026645261118075,0.0043423875615933505,-0.0728060241719175
-0.0091127411978829,0.0395392188811082,0.03333778277455618,0.016868148733624043
0.05222726797202425,0.00642514316104643,0.034185065276343546,0.012620018419683212
0.04498052993853692,0.06517498608798086,0.008327712718033953,-0.051657019948957404
0.033813079799868334,0.0866427722394931,0.06088389515271265,-0.0589390504722086
0.05488507702039011,0.060942469382323575,0.010151142496249198,0.01936372159397755
0.0485182242397966,0.04105448758688171,0.04275458663100167,-0.01257237315802878
0.05166282601610779,0.0265800195274605,0.03662668433259469,-0.028319415618979073
0.020977562199819364,0.029368962857227975,-0.014204623204342003,-0.025398794428408037
0.04718637886975565,0.062237100446744624,0.05570885298829674,0.04153730938184174
-0.002124216992406,0.004649858278787084,0.04650811701883663,-0.07222753822182441
0.02403147697849288,0.007240761684879437,0.015640316750605832,-0.07602208660509154
0.014604469997286727,0.032628573362467536,0.02446331576873822,-0.025131177123700842
0.11371693310967974,0.07026011615921164,0.052339118103472734,0.0057412362977491685
0.038639992329456085,0.02313223124264526,-0.0014565852862025983,-0.0072002776435988935
0.03763832131640348,0.05782504474185887,0.00675652032678191,-0.06279773285252606
0.04994021997553255,0.04226988975751778,0.01494529757533039,0.007805057852235041
0.03450027433329444,0.017750398360420538,-0.018297478253521016,-0.03539544275377731
0.016978734155512477,0.08432476734595636,0.05631105594590945,-0.02732054580451304
-0.0012943730840745075,0.037610227823921615,0.037627035393180415,-0.06897704207055322
0.04667183834204622,0.05121335620081415,0.050274022810564284,0.005194131449190757
0.012499217204379279,0.044084348673423035,-0.003000028439340748,-0.06529088237010129
0.03389935404340415,0.03878225948481631,0.003368139009837412,0.022998033090696902
0.07874518585982572,0.07329489808878199,0.023919944130978425,0.015497350228562676
0.011446605605848904,0.05717527345242824,0.05079485706275042,0.0112640508857156
0.032066999712851686,0.09188064663773053,0.022606115645941727,-0.04462945909941456
0.0036339266400120655,0.04964611567284066,0.014361140572694275,-0.02000189535220264
0.03899032592388197,0.03424275009572133,-0.013558159560012084,-0.03661366379707439
0.03453749422179183,0.05078940890187869,0.0397088418161408,-0.060176741065792086
0.0015846578618862036,0.05126779276870559,0.008823052267626441,-0.1067717964935597
0.03280554886438855,0.03752004688828008,0.05374589426531956,-0.0211943619556194
0.09031640665580852,0.11169224999012456,0.06033423950084504,-0.0294519124542957
0.007428426649586235,0.0002390409417584612,-0.03999979216271283,-0.05168981317047374
0.04048636670709712,0.040103813148911135,0.0692429819597239,-0.03364471209212135
0.01892474753508909,0.04505393915888495,0.003000796176497143,-0.049682570115169036
0.041881150408158735,0.037283401359532085,-0.02831401610850677,-0.011859316950081552
