206727;-1;
206525;-1;
145632;-1;
227533;-1;
255740;-1;
127226;-1;
257946;-1;
123117;-1;
151324;182.9406669985067;
299760;189.1911730545877;
191235;-1;
510225;-1;
204218;-1;
211821;198.29855649576905;
103818;185.94829931972788;
100307;-1;
413934;192.92590011614402;
238033;193.60414800066368;
130518;174.29122283059564;
342129;183.5609424257508;
329844;-1;
165941;187.76681599469055;
111716;185.1810519329683;
127832;-1;
143830;-1;
138130;-1;
105115;-1;
123723;-1;
152225;192.49882196781152;
122620;-1;
106016;-1;
349244;-1;
136631;185.63646922183509;
147636;179.08378961340634;
120111;-1;
219231;-1;
130114;177.77939273270283;
105014;178.13280238924838;
101915;181.7050605608097;
401422;-1;
