206727;171.41651376146788;
206525;204.17114261884905;
145632;153.74361968306923;
227533;168.36647206005003;
255740;171.84970809007507;
127226;183.74028356964138;
257946;183.43619683069224;
123117;-1;
151324;178.39416180150124;
299760;181.63786488740618;
191235;169.99649708090075;
510225;197.7788156797331;
204218;187.19983319432862;
211821;-1;
103818;-1;
100307;-1;
413934;188.68957464553796;
238033;190.2323603002502;
130518;-1;
342129;177.06205170975812;
329844;160.9651376146789;
165941;173.5816513761468;
111716;-1;
127832;170.96380316930777;
143830;155.6997497914929;
138130;168.86105087572977;
105115;-1;
123723;171.38281901584654;
152225;173.97080900750626;
122620;-1;
106016;-1;
349244;162.67889908256882;
136631;184.50642201834862;
147636;171.57281067556298;
120111;-1;
219231;195.91342785654712;
130114;191.54311926605504;
105014;-1;
101915;-1;
401422;161.04770642201834;
