206727;206.34003172924378;
206525;175.14225277630882;
145632;180.3146483342147;
227533;166.1295610787943;
255740;180.8434690639873;
127226;210.85880486515072;
257946;185.80645161290323;
123117;172.13855103120042;
151324;200.1332628239027;
299760;190.45584346906398;
191235;193.9904812268641;
510225;185.1195134849286;
204218;188.06345848757272;
211821;187.2839767318879;
103818;184.17133791644633;
100307;-1;
413934;200.49180327868854;
238033;194.69539925965097;
130518;178.0481226864093;
342129;173.1062929666843;
329844;165.64198836594394;
165941;178.56160761501852;
111716;180.216287678477;
127832;180.75568482284507;
143830;160.03014278159705;
138130;169.13220518244316;
105115;205.27815970386038;
123723;-1;
152225;200.52776308831307;
122620;184.26811210999472;
106016;198.5594923320994;
349244;194.38762559492332;
136631;209.181385510312;
147636;171.8164992067689;
120111;179.8498149127446;
219231;204.14172395557907;
130114;189.08831306187201;
105014;184.31887890005288;
101915;187.5695399259651;
401422;196.10417768376522;
